position,mask,active,move#,counts0,counts1,counts2,counts3,counts4,counts5,counts6
0,0,1,0,10,10,100,60,740,50,30
0,0,1,0,20,30,10,10,890,10,30
0,0,1,0,10,10,110,10,780,70,10
0,0,1,0,20,20,10,910,10,10,20
0,0,1,0,10,10,10,170,780,10,10
0,0,1,0,10,10,50,200,650,70,10
0,0,1,0,370,10,30,310,20,250,10
0,0,1,0,100,10,100,700,10,70,10
0,0,1,0,10,20,10,180,710,10,60
0,0,1,0,10,30,60,110,770,10,10
0,0,1,0,30,30,10,10,830,80,10
0,0,1,0,10,10,10,40,910,10,10
0,0,1,0,10,20,10,130,800,20,10
0,0,1,0,10,20,40,150,720,20,40
0,0,1,0,10,10,30,30,890,10,20
0,0,1,0,10,50,10,200,690,30,10
0,0,1,0,10,10,20,80,840,30,10
0,0,1,0,20,10,20,150,780,10,10
0,0,1,0,10,10,10,10,920,10,30
0,0,1,0,10,10,10,310,620,30,10
0,0,1,0,30,20,10,130,780,10,20
0,0,1,0,10,10,10,30,920,10,10
0,0,1,0,20,20,50,10,880,10,10
0,0,1,0,20,30,210,20,540,160,20
0,0,1,0,10,50,20,20,870,20,10
0,0,1,0,10,10,10,930,10,10,20
0,0,1,0,20,10,10,220,710,20,10
0,0,1,0,20,10,50,630,190,70,30
0,0,1,0,10,60,10,880,10,20,10
0,0,1,0,10,10,10,130,820,10,10
0,0,1,0,10,10,20,410,220,320,10
0,0,1,0,20,20,10,70,860,10,10
0,0,1,0,10,10,90,20,840,10,20
0,0,1,0,10,10,10,10,940,10,10
0,0,1,0,10,20,220,170,560,10,10
0,0,1,0,10,10,50,130,780,10,10
0,0,1,0,20,10,10,120,680,150,10
0,0,1,0,10,10,10,60,850,50,10
0,0,1,0,30,10,40,40,850,20,10
0,0,1,0,10,50,30,210,650,10,40
0,0,1,0,20,10,10,110,830,10,10
0,0,1,0,10,10,20,40,890,20,10
0,0,1,0,10,10,10,120,830,10,10
0,0,1,0,10,20,20,420,460,60,10
0,0,1,0,10,10,10,150,800,10,10
0,0,1,0,30,10,80,30,820,10,20
0,0,1,0,80,10,90,780,10,20,10
0,0,1,0,20,10,20,40,880,10,20
0,0,1,0,50,10,10,60,850,10,10
0,0,1,0,20,20,50,340,40,520,10
0,0,1,0,10,10,20,250,690,10,10
0,0,1,0,10,20,10,650,260,30,20
0,0,1,0,10,20,320,620,10,10,10
0,0,1,0,70,10,30,180,660,30,20
0,0,1,0,50,10,50,170,690,20,10
0,0,1,0,20,10,40,60,850,10,10
0,0,1,0,10,10,20,230,650,40,40
0,0,1,0,10,60,10,850,10,40,20
0,0,1,0,70,20,60,50,760,10,30
0,0,1,0,20,50,10,780,10,120,10
0,0,1,0,60,60,100,680,10,80,10
0,0,1,0,10,10,10,200,590,130,50
0,0,1,0,10,20,20,80,820,40,10
0,0,1,0,10,10,20,30,890,10,30
0,0,1,0,30,10,50,10,850,20,30
0,0,1,0,50,30,20,10,850,30,10
0,0,1,0,10,20,30,90,800,40,10
0,0,1,0,20,10,10,170,760,10,20
0,0,1,0,20,10,120,130,640,70,10
0,0,1,0,10,10,10,110,830,10,20
0,0,1,0,70,10,20,20,860,10,10
0,0,1,0,80,20,130,660,70,30,10
0,0,1,0,10,20,30,180,720,30,10
0,0,1,0,10,10,10,400,460,90,20
0,0,1,0,10,30,10,10,880,20,40
0,0,1,0,90,40,230,590,10,20,20
0,0,1,0,30,10,10,60,850,30,10
0,0,1,0,10,10,90,110,750,20,10
0,0,1,0,30,10,30,70,770,60,30
0,0,1,0,10,10,10,400,520,40,10
0,0,1,0,20,10,10,120,790,30,20
0,0,1,0,10,10,10,190,730,40,10
0,0,1,0,70,10,10,80,810,10,10
0,0,1,0,10,30,10,120,770,50,10
0,0,1,0,10,40,10,20,900,10,10
0,0,1,0,30,10,70,80,780,10,20
0,0,1,0,30,10,10,20,900,10,20
0,0,1,0,20,20,10,140,780,20,10
0,0,1,0,10,20,180,730,20,10,30
0,0,1,0,10,10,30,140,790,10,10
0,0,1,0,30,10,40,130,770,10,10
0,0,1,0,20,10,70,820,60,10,10
0,0,1,0,20,10,170,270,510,10,10
0,0,1,0,10,30,70,90,780,10,10
0,0,1,0,10,10,210,680,30,50,10
0,0,1,0,10,20,10,140,670,90,60
0,0,1,0,10,10,50,850,50,20,10
0,0,1,0,40,10,10,160,740,30,10
0,0,1,0,60,10,30,10,850,20,20
0,0,1,0,10,10,70,210,570,110,20
0,268435456,1,1,50,10,10,30,770,10,120
0,128,1,1,10,120,10,820,10,10,20
0,268435456,1,1,40,10,800,120,10,10,10
0,2097152,1,1,20,10,60,870,20,10,10
0,268435456,1,1,30,10,10,40,880,20,10
0,268435456,1,1,10,10,30,20,870,40,20
0,16384,1,1,20,30,390,430,80,40,10
0,2097152,1,1,40,10,10,870,10,10,50
0,2097152,1,1,30,10,120,670,120,40,10
0,268435456,1,1,20,10,10,30,850,70,10
0,268435456,1,1,20,10,790,30,120,20,10
0,268435456,1,1,40,10,60,50,770,40,30
0,268435456,1,1,10,10,10,50,900,10,10
0,268435456,1,1,20,40,420,30,10,470,10
0,268435456,1,1,10,10,10,20,920,20,10
0,2097152,1,1,10,10,70,810,30,10,60
0,34359738368,1,1,20,860,20,30,40,10,20
0,268435456,1,1,80,10,10,10,860,10,20
0,268435456,1,1,110,10,170,10,10,670,20
0,268435456,1,1,10,10,20,60,870,10,20
0,268435456,1,1,10,10,180,20,760,10,10
0,268435456,1,1,10,10,770,30,110,60,10
0,268435456,1,1,30,10,10,30,890,10,20
0,16384,1,1,10,20,560,90,300,10,10
0,268435456,1,1,100,10,50,70,700,40,30
0,2097152,1,1,10,20,20,850,70,20,10
0,268435456,1,1,20,10,430,190,70,260,20
0,268435456,1,1,40,10,10,90,10,760,80
0,2097152,1,1,30,20,10,730,170,30,10
0,268435456,1,1,30,30,10,70,820,30,10
0,2097152,1,1,20,10,60,860,20,10,20
0,268435456,1,1,20,10,50,10,800,40,70
0,268435456,1,1,40,10,40,50,840,10,10
0,268435456,1,1,40,10,160,10,730,40,10
0,16384,1,1,10,670,20,20,240,20,20
0,268435456,1,1,30,10,10,30,770,130,20
0,268435456,1,1,10,10,10,40,900,20,10
0,268435456,1,1,10,10,10,70,80,810,10
0,268435456,1,1,20,10,680,40,90,150,10
0,128,1,1,10,220,40,700,10,10,10
0,268435456,1,1,20,20,670,20,10,250,10
0,34359738368,1,1,10,840,70,40,20,10,10
0,4398046511104,1,1,10,30,10,80,840,10,20
0,2097152,1,1,10,10,50,770,120,30,10
0,2097152,1,1,20,10,400,510,40,10,10
0,268435456,1,1,50,10,10,40,50,830,10
0,1,1,1,10,20,40,790,10,120,10
0,268435456,1,1,50,10,10,40,700,170,20
0,268435456,1,1,40,20,70,50,580,230,10
0,34359738368,1,1,10,770,10,80,100,10,20
0,16384,1,1,10,540,20,120,280,20,10
0,268435456,1,1,40,20,730,20,160,10,20
0,2097152,1,1,10,10,20,910,10,30,10
0,16384,1,1,10,710,60,100,60,50,10
0,268435456,1,1,10,40,90,10,790,50,10
0,16384,1,1,10,490,120,70,290,10,10
0,2097152,1,1,10,10,50,900,10,10,10
0,2097152,1,1,10,10,10,870,80,10,10
0,268435456,1,1,220,20,10,30,590,10,120
0,2097152,1,1,10,10,20,820,40,50,50
0,16384,1,1,30,250,220,10,410,10,70
0,4398046511104,1,1,20,10,10,70,870,10,10
0,268435456,1,1,50,30,30,40,830,10,10
0,268435456,1,1,30,30,210,20,680,20,10
