position,mask,active,move#,counts0,counts1,counts2,counts3,counts4,counts5,counts6
0,0,1,0,10,10,10,810,40,110,10
0,0,1,0,40,30,10,210,40,660,10
0,0,1,0,30,40,10,810,40,50,20
0,0,1,0,160,80,20,560,50,90,40
0,0,1,0,10,10,40,100,60,770,10
0,0,1,0,20,30,10,70,20,840,10
0,0,1,0,40,10,10,50,20,860,10
0,0,1,0,20,10,10,240,30,680,10
0,0,1,0,40,10,10,550,40,340,10
0,0,1,0,100,30,10,390,10,450,10
0,0,1,0,60,10,10,560,190,160,10
0,0,1,0,100,10,10,750,20,100,10
0,0,1,0,20,10,10,90,30,830,10
0,0,1,0,40,20,10,550,20,350,10
0,0,1,0,10,10,10,650,200,110,10
0,0,1,0,70,10,10,90,120,690,10
0,0,1,0,520,20,10,200,20,210,20
0,0,1,0,80,20,10,40,40,800,10
0,0,1,0,20,10,10,180,20,750,10
0,0,1,0,30,10,10,40,40,860,10
0,0,1,0,190,10,10,220,20,530,20
0,0,1,0,10,20,10,180,160,590,30
0,0,1,0,70,10,10,80,60,760,10
0,0,1,0,80,30,10,350,10,510,10
0,0,1,0,180,10,10,240,10,540,10
0,0,1,0,20,30,10,40,10,880,10
0,0,1,0,20,20,10,80,30,830,10
0,0,1,0,10,40,10,160,10,760,10
0,0,1,0,20,20,10,90,10,830,20
0,0,1,0,60,10,10,50,20,840,10
0,0,1,0,140,10,10,150,80,600,10
0,0,1,0,140,20,10,40,30,750,10
0,0,1,0,10,250,10,570,30,120,10
0,0,1,0,50,60,10,260,40,570,10
0,0,1,0,20,20,20,810,60,60,10
0,0,1,0,120,20,10,230,20,590,10
0,0,1,0,160,100,10,70,30,620,10
0,0,1,0,30,20,10,540,40,350,10
0,0,1,0,20,30,10,180,100,650,10
0,0,1,0,10,10,20,110,10,830,10
0,0,1,0,160,20,10,50,10,740,10
0,0,1,0,10,60,10,110,100,700,10
0,0,1,0,30,30,10,130,30,760,10
0,0,1,0,40,30,10,110,20,780,10
0,0,1,0,20,10,20,400,20,520,10
0,0,1,0,50,10,10,190,70,660,10
0,0,1,0,130,20,10,80,10,740,10
0,0,1,0,70,20,20,290,110,480,10
0,0,1,0,70,50,10,70,10,780,10
0,0,1,0,10,40,10,110,20,800,10
0,0,1,0,10,10,10,100,40,820,10
0,0,1,0,30,10,10,710,100,130,10
0,0,1,0,40,40,10,50,40,810,10
0,0,1,0,20,10,10,160,30,760,10
0,0,1,0,30,50,10,790,20,90,10
0,0,1,0,10,10,10,310,20,630,10
0,0,1,0,70,30,10,60,20,780,30
0,0,1,0,140,40,10,580,30,190,10
0,0,1,0,30,10,10,50,30,860,10
0,0,1,0,300,10,20,230,40,390,10
0,0,1,0,20,30,10,30,10,890,10
0,0,1,0,240,30,10,300,70,340,10
0,0,1,0,390,20,20,90,30,440,10
0,0,1,0,30,30,30,140,10,750,10
0,0,1,0,110,40,30,680,10,120,10
0,0,1,0,90,10,10,670,30,180,10
0,0,1,0,10,40,10,220,20,690,10
0,0,1,0,20,30,10,80,250,590,20
0,0,1,0,120,30,10,440,170,220,10
0,0,1,0,140,10,10,170,20,640,10
0,0,1,0,60,20,10,170,90,640,10
0,0,1,0,80,20,10,40,70,740,40
0,0,1,0,30,10,20,50,10,870,10
0,0,1,0,160,10,10,160,20,630,10
0,0,1,0,190,30,10,590,50,110,20
0,0,1,0,130,10,10,90,40,710,10
0,0,1,0,440,10,10,80,10,440,10
0,0,1,0,500,10,10,270,50,150,10
0,0,1,0,70,20,10,40,210,630,20
0,0,1,0,40,10,10,70,30,830,10
0,0,1,0,70,10,10,20,50,830,10
0,0,1,0,50,30,10,80,10,810,10
0,0,1,0,360,10,10,170,30,400,20
0,0,1,0,70,30,10,260,10,610,10
0,0,1,0,10,20,10,340,40,570,10
0,0,1,0,60,30,10,390,30,470,10
0,0,1,0,30,20,10,610,10,310,10
0,0,1,0,70,10,10,80,20,800,10
0,0,1,0,20,10,10,430,30,490,10
0,0,1,0,10,10,10,200,30,730,10
0,0,1,0,10,10,10,300,20,620,30
0,0,1,0,50,10,10,360,70,470,30
0,0,1,0,80,70,10,410,40,380,10
0,0,1,0,20,10,10,140,10,800,10
0,0,1,0,10,20,10,600,20,330,10
0,0,1,0,90,40,30,30,40,760,10
0,0,1,0,50,10,10,290,20,600,20
0,0,1,0,10,60,10,30,80,800,10
0,0,1,0,10,10,10,60,40,860,10
0,0,1,0,30,30,10,30,30,860,10
0,128,1,1,20,10,30,880,10,40,10
0,2097152,1,1,70,110,10,10,420,370,10
0,2097152,1,1,20,150,80,70,560,100,20
0,1,1,1,30,10,60,800,20,40,40
0,2097152,1,1,850,40,10,10,60,10,20
0,16384,1,1,10,10,10,940,10,10,10
0,16384,1,1,10,10,10,920,10,30,10
0,128,1,1,10,10,50,870,10,40,10
0,4398046511104,1,1,10,10,10,110,150,700,10
0,4398046511104,1,1,340,20,10,350,60,210,10
0,34359738368,1,1,870,60,20,10,10,10,20
0,16384,1,1,10,20,10,930,10,10,10
0,1,1,1,130,30,20,690,10,110,10
0,1,1,1,110,20,30,680,10,140,10
0,128,1,1,20,10,40,880,10,30,10
0,2097152,1,1,790,40,10,10,90,50,10
0,2097152,1,1,10,100,10,760,100,10,10
0,4398046511104,1,1,50,20,10,830,10,70,10
0,2097152,1,1,790,50,30,10,100,10,10
0,1,1,1,430,210,60,50,110,130,10
0,2097152,1,1,750,50,10,10,70,100,10
0,4398046511104,1,1,10,10,10,480,120,360,10
0,2097152,1,1,770,80,10,20,80,10,30
0,2097152,1,1,800,20,10,40,110,10,10
0,34359738368,1,1,840,90,10,30,10,10,10
0,128,1,1,20,10,70,840,10,40,10
0,34359738368,1,1,740,50,20,130,10,30,20
0,16384,1,1,10,20,10,910,30,10,10
0,4398046511104,1,1,10,20,10,220,10,720,10
0,268435456,1,1,10,10,860,20,40,50,10
0,128,1,1,10,10,40,890,10,30,10
0,16384,1,1,10,10,20,910,10,30,10
0,2097152,1,1,50,50,40,50,380,420,10
0,128,1,1,20,10,50,870,10,30,10
0,268435456,1,1,10,10,90,690,140,20,40
0,128,1,1,10,10,30,890,20,30,10
0,16384,1,1,20,10,10,920,10,20,10
0,128,1,1,10,10,50,860,10,50,10
0,128,1,1,50,20,40,820,20,40,10
0,4398046511104,1,1,80,20,10,50,70,760,10
0,1,1,1,90,90,320,450,10,30,10
0,34359738368,1,1,850,90,20,10,10,10,10
0,34359738368,1,1,820,80,30,10,20,30,10
0,16384,1,1,20,10,10,930,10,10,10
0,2097152,1,1,780,40,10,50,80,30,10
0,268435456,1,1,10,10,620,50,220,60,30
0,1,1,1,50,540,30,280,30,60,10
0,268435456,1,1,470,10,40,260,130,40,50
0,268435456,1,1,760,20,70,20,60,60,10
0,1,1,1,540,210,30,80,10,120,10
0,16384,1,1,10,10,10,940,10,10,10
0,2097152,1,1,10,150,20,10,250,550,10
0,16384,1,1,10,10,10,880,10,70,10
0,268435456,1,1,30,10,90,50,710,30,80
0,128,1,1,410,20,240,10,30,280,10
0,128,1,1,10,10,120,20,50,780,10
0,34359738368,1,1,50,100,10,30,530,240,40
0,16384,1,1,30,40,10,880,10,20,10
0,16384,1,1,10,10,10,940,10,10,10
0,2097152,1,1,510,30,10,340,90,10,10
0,16384,1,1,10,10,10,940,10,10,10
0,1,1,1,130,20,30,650,20,130,20
0,4398046511104,1,1,50,20,10,360,40,510,10
0,2097152,1,1,10,190,70,10,700,10,10
0,1,1,1,300,150,80,340,10,80,40
0,128,1,1,20,10,430,10,20,500,10
0,268435456,1,1,10,10,630,30,260,40,20
0,34359738368,1,1,610,320,20,20,10,10,10
0,4398046511104,1,1,60,20,10,110,30,750,20
0,16384,1,1,10,10,10,940,10,10,10
0,128,1,1,20,10,30,850,20,60,10
0,1,1,1,500,370,10,50,30,20,20
0,2097152,1,1,820,80,10,20,40,20,10
0,128,1,1,10,10,30,860,30,50,10
0,128,1,1,20,10,50,830,10,70,10
0,268435456,1,1,30,20,810,30,40,60,10
0,128,1,1,30,10,60,800,20,60,20
0,16384,1,1,10,10,10,940,10,10,10
0,16384,1,1,30,10,10,870,10,60,10
0,128,1,1,70,10,90,750,10,60,10
0,16384,1,1,40,10,10,910,10,10,10
0,16384,1,1,10,10,10,940,10,10,10
0,16384,1,1,10,10,10,930,10,20,10
